能管的赶紧出来管管叭，不要再这么对待难民了	0.21539254
作为安理会常任理事国，中国应该在安理会提出动议谴责立陶宛侵犯难民人权，看看那些西方国家谁敢投反对票。	0.14373457
人权	0.037194733
突然之间我们知道立陶宛了	0.08367105
人权呢？	0.015132698
快作够了	0.06971766
打死恶犬	0.50994116
不讲人权，还不尊重他国主权	0.09387396
严重关切	0.060927194
多笋呐	0.09387396
立陶完	0.07211506
哈哈哈，笑死	0.2286382
还在那句话，很荣幸生于华夏	0.03204437
立陶宛国家说不定到时侯就没了	0.040971663
丧尽天良，无耻之极，不讲人权，用狗驱赶难民，人还不如畜牲吗？？？	0.6430099
问问题的是何方记者？	0.031185975
哈哈哈哈哈哈哈哈哈	0.09709594
立陶宛所谓的人权呢	0.043031808
西方自由民主的人权呢哈哈哈哈	0.09172598
也是该灭亡的时候了	0.3983115
无赖国家	0.29021257
天呐，怪不得这个国家会这样，这么对待自己的子民，可怜的人	0.44805592
好可怜呀 简直毫无人性	0.355017
西方让我们看清楚他们口中的“人权”是什么样子的。	0.11665283
😮💨咋说呢，我连立陶宛在哪都不知道	0.08850401
下一步咱们在联合国上讨论	0.037881445
耗子屎	0.8546526
干的漂亮	0.11343288
这小国家有点不想好好过活了	0.15071863
立陶宛:目瞪狗呆  美国粑粑救我	0.42631236
立陶宛这是灭亡前的最后疯狂	0.31389946
我呼吁美国和英国政府制裁立陶宛侵犯人权的行为，抵制一切在立陶宛举办的国际活动。	0.21109697
坚决捍卫这些难民的人权！	0.046465382
这就是蛙蛙的好朋友吗？果然民主	0.3598433
？？？人权？	0.028782474
前两天还给孩子扔催泪弹	0.22991583
干得好	0.0495556
立陶宛把人权和自由放在哪里？	0.079307266
摔了这只破碗	0.26589394
跟他美国爹学的是一模一样的！	0.1710401
不敢相信。	0.080905534
这种国家不跟它合作就是有原因的！美国请来的狗咋们不要	0.4945446
立陶宛没人性！！！！！	0.42631236
这倒霉国家还有士兵？	0.12631269
立陶宛不讲人权	0.2712817
摔碎这只破碗	0.32563272
这是藐视生命践踏人权啊，联合国安理会要开会讨论，充分发挥大国作用，维护难民的各项基本权利	0.024147147
老文明国家了	0.0825038
有意思，该谴责就谴责，联合国会议上议一议	0.017006932
跟湾湾一样不值得讨论	0.14193995
这还有没有人权了！	0.09924392
过分了	0.0681194
这也太不民主了	0.068918526
啊这… 有点…	0.09387396
人权在哪？民主在哪？bbc.在哪？美国的人权谴责又在哪？	0.10699297
把他们做的烂事全抖出来，欠打的	0.39694545
咋弄也得来个提案啊	0.015202113
联合国应该制裁这种反人类国家	0.3063832
立陶宛：魔。。。魔法打败魔法？？？ 支持祖国以牙还牙	0.12116077
美国这时候怎么不捍卫人权了	0.10300289
来了来了	0.048525527
强烈谴责	0.09387396
蕞尔小国，徒增笑耳	0.16965903
人权	0.037194733
不懂立陶宛是哪里来的勇气搞这些幺蛾子，连条狗都不是的东西	0.4151741
天哪	0.10634898
在联合国要求制裁！	0.14956708
没人性！	0.28996843
谴责立陶宛，居然用军队对付群众	0.21980777
需要联合国商量制裁事宜	0.112788886
太残忍了吧！	0.21892473
对于立陶宛 狗都摇头	0.49981686
这些难民已经够可怜的了	0.6662635
用魔法打败魔法[机智]	0.06971766
BBC死哪儿去了？这不报道？	0.056931525
哈哈哈	0.092262976
小碗国，已经成了流氓国了	0.2752517
来了来了来了来了来了	0.062125895
美国：我看不见	0.035306264
我一直以为这个国家叫立宛陶	0.12888865
这我就放心了	0.043375164
他们的人权呢	0.015826859
可怕	0.2712817
开始了	0.048868883
好可怕	0.25676212
以子之矛，攻子之盾	0.15568043
立陶宛政府真没人性，放狗咬，纳粹一样！！	0.8129004
还是人吗？	0.2088965
龙生龙，凤生凤，老鼠的儿子会打洞	0.37221906
美国这时候不制裁这个不人道的国家	0.23891698
无语！	0.14104263
强烈谴责	0.09387396
人权呢？？？！！！	0.10699297
不讲人权  不配做人	0.13521013
立陶宛暴力对待难民，是没有人性的做法。和美国的做法一样，到处破坏人权。	0.17173064
立陶宛该死啊	0.5750231
立陶宛好虚伪	0.39230084
狠斗立陶宛	0.15859914
严厉谴责，人权何在	0.09602194
很过分，还有没有人性，过分过分过分过分过分过分过分过分过分过分过分过分过分过分过分过分过分过分过分过分过分过分过分	0.0063862763
舒服了	0.101391904
联合国应该着重讲一下，怎么能这么酱紫对待难民	0.22069082
资本主义国家从来不讲人权	0.22981352
可怕	0.2712817
西方虚伪	0.37954164
立陶宛存在严重的侵犯人权的行为，建议全球制裁，切断能源供给和工业供给，强制“环保♻️”	0.23716165
立陶宛连难民的人权都不顾，反倒对弯弯当局的狗权挺珍惜，立陶宛当局是什么物种就不用多说了吧	0.39230084
人权呢	0.01228664
严厉谴责立方践踏人权的卑劣行径，请立陶宛切实做好接受难民工作，不要又当又立！	0.2885035
立陶宛对待难民的做法不得人心！	0.19042583
虽然我是台湾人，但也是中国人，不接受任何反华势力！	0.1943727
这就开始了哦	0.022773718
哪个地方以前从没关注过，成功引起我的注意了	0.018187003
小立啊 别再给自己制造污点了	0.25447917
立陶宛还有军队	0.037881445
天天说着人权的国家却最不讲人权	0.08796701
联合国人权组织应该好好管管了，不懂事儿呢	0.09118898
划重点 立陶宛和某些国家	0.011731312
哈哈哈	0.092262976
立陶宛还有没有人权了	0.22989221
他们所谓的人权呢？	0.03427619
这种不讲人权的国家，就应该制裁！	0.29070088
支持立陶宛的难民 给他们发放必要的物资	0.0741129
立陶宛没有人权呀	0.31671798
王炸还在后面呢	0.13610743
人家难民只是路过 他们要去德法  跟路过白俄罗斯是一样的 立陶宛这么惨无人道的对待难民	0.23540631
提议联合国维和	0.030670939
以彼之道还施彼身！	0.355017
开火了	0.15918289
哈哈哈哈，问它！	0.073313765
别的暂时不说 这个我们是支持的	0.01631277
